F1,Name,Abb,Book,Aggressions,Agg_freq,Paragraphs,Mention_freq,Agg_likelihood,Mentions,None (Non-Human),Evil,House,Stupefy,Expelliarmus,Crucio,Avada Kedavra,Impedimenta,Gender,subjective,objective,possessive,BookNoYear,RDBritish,RDAmerican,CopiesSold,Deaths,AvgRating,Series,BookNN,present,past
100,Fred Weasley,fred,The Goblet of Fire (2000),2,0.01105,6803,0.026606,75.17,181,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
101,George Weasley,geor,The Goblet of Fire (2000),1,0.006494,6803,0.022637,44.18,154,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
102,Arthur Weasley,arth,The Goblet of Fire (2000),1,0.03125,6803,0.004704,212.59,32,0,No,Gryffindor,1,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
103,Barty Crouch Sr.,cros,The Goblet of Fire (2000),4,0.166667,6803,0.003528,"1,133.83",24,0,No,Unknown,1,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
104,Filius Flitwick,flit,The Goblet of Fire (2000),0,0,6803,0.001911,0,13,0,No,Ravenclaw,0,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
105,Amos Diggory,amos,The Goblet of Fire (2000),3,0.107143,6803,0.004116,728.89,28,0,No,Unknown,1,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
106,Rubeus Hagrid,hagr,The Goblet of Fire (2000),0,0,6803,0.046009,0,313,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
107,Cedric Diggory,cedr,The Goblet of Fire (2000),3,0.009868,6803,0.044686,67.13,304,0,No,Hufflepuff,1,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
108,Giants,gian,The Goblet of Fire (2000),0,0,6803,0.002058,0,14,1,Yes,None (Non-Human),0,0,0,0,0,T,they,them,their,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),are,were
109,Parvati Patil,parv,The Goblet of Fire (2000),0,0,6803,0.00588,0,40,0,No,Gryffindor,0,0,0,0,0,F,she,her,her,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
110,Cho Chang,choc,The Goblet of Fire (2000),0,0,6803,0.034691,0,236,0,No,Ravenclaw,0,0,0,0,0,F,she,her,her,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
111,Dean Thomas,dean,The Goblet of Fire (2000),0,0,6803,0.003528,0,24,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
112,Viktor Krum,krum,The Goblet of Fire (2000),2,0.010582,6803,0.027782,71.99,189,0,No,Unknown,0,0,1,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
113,Madame Maxime,maxi,The Goblet of Fire (2000),0,0,6803,0.013376,0,91,0,No,Unknown,0,0,0,0,0,F,she,her,her,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
114,Alastor Moody,mood,The Goblet of Fire (2000),0,0,6803,0.046156,0,314,0,No,Unknown,0,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
115,Peeves,peev,The Goblet of Fire (2000),0,0,6803,0.004116,0,28,1,No,None (Non-Human),0,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
116,Percy Weasley,perc,The Goblet of Fire (2000),0,0,6803,0.015728,0,107,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
117,Seamus Finnegan,seam,The Goblet of Fire (2000),0,0,6803,0.003822,0,26,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
118,Sybill Trelawney,trel,The Goblet of Fire (2000),0,0,6803,0.004704,0,32,0,No,Ravenclaw,0,0,0,0,0,F,she,her,her,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
119,Colin Creevey,coli,The Goblet of Fire (2000),0,0,6803,0.003675,0,25,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
120,Fleur Delacour,fleu,The Goblet of Fire (2000),1,0.011236,6803,0.013082,76.44,89,0,No,Unknown,0,0,0,0,0,F,she,her,her,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
121,Greggory Goyle,goyl,The Goblet of Fire (2000),0,0,6803,0.007056,0,48,0,Yes,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
122,Lee Jordan,leej,The Goblet of Fire (2000),0,0,6803,0.001764,0,12,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Goblet of Fire,7/8/2000,7/8/2000,55,4,4.52,4,The Goblet of Fire ('00),is,was
123,Harry Potter,harr,The Order of the Phoenix (2003),26,0.00741,9275,0.378329,68.72,3509,0,No,Gryffindor,3,0,1,0,5,M,he,him,his,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
124,Hermione Granger,herm,The Order of the Phoenix (2003),10,0.008006,9275,0.134663,74.26,1249,0,No,Gryffindor,2,0,0,0,0,F,she,her,her,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
125,Voldemort,vold,The Order of the Phoenix (2003),3,0.014563,9275,0.02221,135.07,206,0,Yes,Slytherin,0,0,1,1,0,M,he,him,his,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
126,Ron Weasley,ronw,The Order of the Phoenix (2003),8,0.005242,9275,0.164528,48.62,1526,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
127,Bellatrix Lestrange,bell,The Order of the Phoenix (2003),15,0.283019,9275,0.005714,"2,625.00",53,0,Yes,Slytherin,5,0,3,0,0,F,she,her,her,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
128,Severus Snape,snap,The Order of the Phoenix (2003),8,0.02454,9275,0.035148,227.61,326,0,No,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
129,Albus Dumbledore,albu,The Order of the Phoenix (2003),11,0.019164,9275,0.061887,177.74,574,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
130,Boggart,bogg,The Order of the Phoenix (2003),7,0.636364,9275,0.001186,"5,902.27",11,1,No,None (Non-Human),0,0,0,0,0,N,it,it,its,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
131,Draco Malfoy,drac,The Order of the Phoenix (2003),1,0.038462,9275,0.002803,356.73,26,0,Yes,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
132,Neville Longbottom,nevi,The Order of the Phoenix (2003),16,0.067511,9275,0.025553,626.16,237,0,No,Gryffindor,5,2,0,0,0,M,he,him,his,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
133,Dolores Umbridge,umbr,The Order of the Phoenix (2003),17,0.031657,9275,0.057898,293.62,537,0,Yes,Slytherin,1,0,0,0,0,F,she,her,her,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
134,Dementors,deme,The Order of the Phoenix (2003),0,0,9275,0.009488,0,88,1,Yes,None (Non-Human),0,0,0,0,0,T,they,them,their,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),are,were
135,Molly Weasley,moll,The Order of the Phoenix (2003),5,0.142857,9275,0.003774,"1,325.00",35,0,No,Gryffindor,0,0,0,0,0,F,she,her,her,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
136,Remus Lupin,remu,The Order of the Phoenix (2003),1,0.00625,9275,0.017251,57.97,160,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
137,Minerva McGonagall,mcgo,The Order of the Phoenix (2003),0,0,9275,0.01876,0,174,0,No,Gryffindor,0,0,0,0,0,F,she,her,her,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
138,Sirius Black,siri,The Order of the Phoenix (2003),2,0.003623,9275,0.059515,33.61,552,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
139,Antonin Dolohov,dolo,The Order of the Phoenix (2003),5,0.416667,9275,0.001294,"3,864.58",12,0,Yes,Slytherin,0,0,0,0,1,M,he,him,his,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
140,Ginny Weasley,ginn,The Order of the Phoenix (2003),3,0.013333,9275,0.024259,123.67,225,0,No,Gryffindor,0,0,0,0,0,F,she,her,her,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
141,Thorfinn Rowle,rowl,The Order of the Phoenix (2003),0,0,9275,0.002803,0,26,0,Yes,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
142,Vincent Crabbe,crab,The Order of the Phoenix (2003),0,0,9275,0.004097,0,38,0,Yes,Slytherin,0,0,0,0,0,M,he,him,his,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
143,Dobby,dobb,The Order of the Phoenix (2003),0,0,9275,0.00496,0,46,1,No,None (Non-Human),0,0,0,0,0,M,he,him,his,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
144,Fred Weasley,fred,The Order of the Phoenix (2003),2,0.006349,9275,0.033962,58.89,315,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
145,George Weasley,geor,The Order of the Phoenix (2003),3,0.010791,9275,0.029973,100.09,278,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
146,Luna Lovegood,luna,The Order of the Phoenix (2003),3,0.021898,9275,0.014771,203.1,137,0,No,Ravenclaw,0,0,0,0,0,F,she,her,her,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
147,James Potter,jame,The Order of the Phoenix (2003),5,0.087719,9275,0.006146,813.6,57,0,No,Gryffindor,0,1,0,0,1,M,he,him,his,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
148,Arthur Weasley,arth,The Order of the Phoenix (2003),0,0,9275,0.004744,0,44,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
149,Filius Flitwick,flit,The Order of the Phoenix (2003),0,0,9275,0.002695,0,25,0,No,Ravenclaw,0,0,0,0,0,M,he,him,his,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
150,Kingsley Shacklebolt,king,The Order of the Phoenix (2003),1,0.022222,9275,0.004852,206.11,45,0,No,Unknown,0,0,0,0,0,M,he,him,his,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
151,Nymphadora Tonks,tonk,The Order of the Phoenix (2003),2,0.019608,9275,0.010997,181.86,102,0,No,Hufflepuff,1,0,0,0,0,F,she,her,her,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
152,Rubeus Hagrid,hagr,The Order of the Phoenix (2003),0,0,9275,0.044852,0,416,0,No,Gryffindor,0,0,0,0,0,M,he,him,his,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
153,Gilderoy Lockhart,lock,The Order of the Phoenix (2003),0,0,9275,0.001941,0,18,0,No,Ravenclaw,0,0,0,0,0,M,he,him,his,Harry Potter and the Order of the Phoenix,6/21/2003,6/21/2003,55,2,4.46,5,The Order of the Phoenix ('03),is,was
